model,press
Amyloid_PET ~ ptau181 + pTau217 + Ab_ratio + sex + apoe_ternary,3.707271407
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + Ab_ratio + sex + Calculated_Consensus_dx,3.707290416
Amyloid_PET ~ ptau231 + pTau217 + GFAP + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,3.707873765
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,3.70808506
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.708203348
Amyloid_PET ~ pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.708627061
Amyloid_PET ~ ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.708712717
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + sex,3.708886231
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + Calculated_Consensus_dx,3.708947997
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + apoe_ternary,3.709419934
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + sex + apoe_binary,3.709531745
Amyloid_PET ~ pTau217 + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.709674623
Amyloid_PET ~ pTau217 + Ab_ratio + Calculated_Consensus_dx + apoe_ternary,3.710029572
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,3.710458497
Amyloid_PET ~ pTau217 + NFL + Ab_ratio + sex + apoe_ternary,3.710731303
Amyloid_PET ~ ptau231 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.710869942
Amyloid_PET ~ ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,3.710870333
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.711027765
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,3.71105686
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + sex + apoe_ternary,3.71111433
Amyloid_PET ~ ptau181 + pTau217 + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_ternary,3.711129789
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + apoe_ternary,3.711149066
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx,3.711194018
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx,3.711477381
Amyloid_PET ~ pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.711529067
Amyloid_PET ~ ptau231 + pTau217 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary,3.711837654
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_binary,3.711843989
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary,3.711876494
Amyloid_PET ~ ptau231 + pTau217 + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary,3.711961301
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + sex + apoe_ternary,3.712282736
Amyloid_PET ~ ptau181 + pTau217 + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary,3.7123793
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + apoe_ternary,3.712401972
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,3.71262643
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + time_diff + sex + apoe_binary,3.712678898
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary,3.712692574
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + sex,3.713202281
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + sex + apoe_binary,3.713480667
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + sex + apoe_ternary,3.713519763
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary,3.713527566
Amyloid_PET ~ pTau217 + Ab_ratio + age_at_appointment + sex + apoe_ternary,3.713675887
Amyloid_PET ~ pTau217 + Ab_ratio + time_diff + sex + apoe_ternary,3.713696496
Amyloid_PET ~ ptau231 + pTau217 + NFL + Ab_ratio + sex + Calculated_Consensus_dx,3.71397857
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx,3.71397869
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + sex + Calculated_Consensus_dx,3.714870433
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + time_diff + sex,3.714903978
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary,3.71500855
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary,3.715092119
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + sex,3.715173737
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + apoe_ternary,3.715434693
Amyloid_PET ~ ptau231 + pTau217 + Ab_ratio + time_diff + sex + Calculated_Consensus_dx,3.715593028
Amyloid_PET ~ ptau181 + pTau217 + NFL + Ab_ratio + sex + apoe_ternary,3.715690087
Amyloid_PET ~ ptau181 + pTau217 + Ab_ratio + age_at_appointment + sex + apoe_ternary,3.715989007
Amyloid_PET ~ ptau231 + pTau217 + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx,3.716129855
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + sex + apoe_binary,3.716208157
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx,3.716254391
Amyloid_PET ~ ptau231 + pTau217 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,3.716328068
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + sex + apoe_binary,3.716494912
Amyloid_PET ~ ptau231 + pTau217 + GFAP + Ab_ratio + sex + apoe_ternary,3.716521809
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary,3.716814931
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx,3.71692
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx,3.717006851
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + time_diff + apoe_ternary,3.717280443
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + Ab_ratio + time_diff + sex + Calculated_Consensus_dx,3.717435689
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + Calculated_Consensus_dx + apoe_binary,3.717616678
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + time_diff + sex,3.717903869
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + apoe_ternary,3.717906598
Amyloid_PET ~ pTau217 + NFL + Ab_ratio + age_at_appointment + sex + apoe_ternary,3.717960348
Amyloid_PET ~ pTau217 + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,3.71797879
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.718366039
Amyloid_PET ~ ptau181 + pTau217 + Ab_ratio + time_diff + sex + apoe_ternary,3.718529202
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx,3.718537003
Amyloid_PET ~ ptau181 + pTau217 + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,3.718805122
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,3.718974109
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + time_diff + apoe_ternary,3.719062241
Amyloid_PET ~ ptau231 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.71911908
Amyloid_PET ~ ptau231 + pTau217 + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,3.719192052
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + apoe_ternary,3.719393012
Amyloid_PET ~ pTau217 + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_ternary,3.719715779
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx,3.71988168
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex,3.719928636
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx,3.720031531
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + sex + apoe_ternary,3.720153048
Amyloid_PET ~ ptau231 + pTau217 + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx,3.720261419
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,3.72047912
Amyloid_PET ~ pTau217 + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary,3.720605861
Amyloid_PET ~ ptau231 + pTau217 + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary,3.720683476
Amyloid_PET ~ ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + sex + apoe_ternary,3.7207807
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,3.720889843
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary,3.720950689
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary,3.720967118
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + age_at_appointment + sex,3.721085755
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,3.721177685
Amyloid_PET ~ pTau217 + NFL + Ab_ratio + time_diff + sex + apoe_ternary,3.72120726
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx,3.721251188
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + Calculated_Consensus_dx,3.721479271
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,3.721653376
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + time_diff + sex + apoe_ternary,3.721743636
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + apoe_binary,3.721809117
Amyloid_PET ~ ptau231 + pTau217 + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.722005218
Amyloid_PET ~ ptau181 + pTau217 + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary,3.722051443
Amyloid_PET ~ ptau231 + pTau217 + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,3.722258866
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + time_diff + sex + apoe_binary,3.722265752
Amyloid_PET ~ pTau217 + Ab_ratio + sex,3.722707467
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx,3.722889501
Amyloid_PET ~ ptau231 + pTau217 + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx,3.722926246
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.723183408
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex,3.723191026
Amyloid_PET ~ pTau217 + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,3.72336771
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + apoe_binary,3.72363061
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx,3.723708722
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + sex,3.723737921
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx,3.723862021
Amyloid_PET ~ ptau231 + pTau217 + GFAP + Ab_ratio + Calculated_Consensus_dx,3.72409198
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx,3.724282107
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + time_diff + apoe_ternary,3.724333918
Amyloid_PET ~ ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,3.724535181
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + sex,3.724828925
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + apoe_ternary,3.725237655
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_binary,3.725425434
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + time_diff + sex + apoe_binary,3.725603927
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + Ab_ratio + Calculated_Consensus_dx + apoe_ternary,3.725724976
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary,3.725887611
Amyloid_PET ~ pTau217 + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary,3.725990607
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary,3.725995236
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + apoe_ternary,3.726281823
Amyloid_PET ~ ptau181 + pTau217 + NFL + Ab_ratio + time_diff + sex + apoe_ternary,3.726689834
Amyloid_PET ~ ptau231 + pTau217 + GFAP + Ab_ratio + time_diff + sex + apoe_ternary,3.726722248
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + apoe_ternary,3.727001236
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + sex + apoe_ternary,3.727024932
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio,3.727077613
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + sex,3.727586737
Amyloid_PET ~ ptau231 + pTau217 + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.727917195
Amyloid_PET ~ ptau231 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,3.728021006
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary,3.728410357
Amyloid_PET ~ pTau217 + Ab_ratio + sex + apoe_binary,3.728440382
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx,3.72854065
Amyloid_PET ~ ptau181 + pTau217 + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary,3.728627437
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio,3.728650481
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex,3.728689544
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_ternary,3.728793691
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + apoe_ternary,3.728823807
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.729265005
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + Ab_ratio + sex + apoe_ternary,3.729373821
Amyloid_PET ~ pTau217 + NFL + Ab_ratio + sex,3.729618925
Amyloid_PET ~ pTau217 + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary,3.729790763
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_binary,3.729865334
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + age_at_appointment + sex + apoe_binary,3.729978282
Amyloid_PET ~ ptau231 + pTau217 + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.730078131
Amyloid_PET ~ pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary,3.73038521
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_binary,3.730404302
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx,3.730585927
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + Calculated_Consensus_dx + apoe_binary,3.730654989
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,3.730724286
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.730816954
Amyloid_PET ~ pTau217 + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,3.731063273
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + sex,3.731063328
Amyloid_PET ~ ptau181 + pTau217 + Ab_ratio + sex,3.731339747
Amyloid_PET ~ ptau231 + pTau217 + Ab_ratio + Calculated_Consensus_dx + apoe_ternary,3.731348613
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + time_diff,3.731647448
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary,3.731777851
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + age_at_appointment + apoe_ternary,3.731804598
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,3.731840918
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx,3.731876537
Amyloid_PET ~ ptau231 + pTau217 + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.731879339
Amyloid_PET ~ pTau217 + Ab_ratio + time_diff + sex,3.731966176
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + time_diff,3.731995557
Amyloid_PET ~ ptau181 + pTau217 + Ab_ratio + Calculated_Consensus_dx,3.732000734
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.732057796
Amyloid_PET ~ ptau231 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.732102154
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.732360993
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + sex + apoe_binary,3.732404056
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex,3.732524009
Amyloid_PET ~ ptau231 + pTau217 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx,3.732539046
Amyloid_PET ~ ptau231 + pTau217 + Ab_ratio + sex + apoe_ternary,3.732758762
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_binary,3.732818092
Amyloid_PET ~ ptau231 + pTau217 + GFAP + Ab_ratio + age_at_appointment + sex + apoe_ternary,3.732888318
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + sex,3.733268944
Amyloid_PET ~ ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary,3.733493684
Amyloid_PET ~ pTau217 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary,3.733740053
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx,3.733784603
Amyloid_PET ~ ptau231 + pTau217 + GFAP + Ab_ratio + Calculated_Consensus_dx + apoe_binary,3.73383733
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + apoe_ternary,3.733872523
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,3.733896788
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.734041516
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + sex + apoe_binary,3.734115282
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + sex,3.734920051
Amyloid_PET ~ ptau231 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.735005124
Amyloid_PET ~ pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_ternary,3.735054024
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + apoe_ternary,3.735401616
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_ternary,3.735635435
Amyloid_PET ~ pTau217 + Ab_ratio + age_at_appointment + sex,3.735650905
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Ab_ratio,3.735760322
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,3.73577986
Amyloid_PET ~ ptau231 + pTau217 + GFAP + Ab_ratio + sex,3.735786919
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + apoe_ternary,3.735829451
Amyloid_PET ~ pTau217 + Ab_ratio + Calculated_Consensus_dx,3.736003536
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary,3.736027485
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary,3.736139177
Amyloid_PET ~ pTau217 + NFL + Ab_ratio + sex + apoe_binary,3.736362073
